,NORAD_ID,satname,area_1,area_2,valid,program
61953,S64406,INTELSAT 33E DEB,,,,
61954,S64407,INTELSAT 33E DEB,,,,
61955,S64408,INTELSAT 33E DEB,,,,
61956,S64409,INTELSAT 33E DEB,,,,
61957,S64410,INTELSAT 33E DEB,,,,
61958,S64411,INTELSAT 33E DEB,,,,
61959,S64412,STARLINK-34419,1.23,118.9,1.0,Starlink2A
61960,S64413,STARLINK-34275,1.23,118.9,1.0,Starlink2A
61961,S64414,STARLINK-34225,1.23,118.9,1.0,Starlink2A
61962,S64415,STARLINK-34422,1.23,118.9,1.0,Starlink2A
61963,S64416,STARLINK-34514,1.23,118.9,1.0,Starlink2A
61964,S64417,STARLINK-34487,1.23,118.9,1.0,Starlink2A
61965,S64418,STARLINK-34461,1.23,118.9,1.0,Starlink2A
61966,S64419,STARLINK-34512,1.23,118.9,1.0,Starlink2A
61967,S64420,STARLINK-34503,1.23,118.9,1.0,Starlink2A
61968,S64421,STARLINK-34498,1.23,118.9,1.0,Starlink2A
61969,S64422,STARLINK-34434,1.23,118.9,1.0,Starlink2A
61970,S64423,STARLINK-34467,1.23,118.9,1.0,Starlink2A
61971,S64424,STARLINK-34468,1.23,118.9,1.0,Starlink2A
61972,S64425,STARLINK-34452,1.23,118.9,1.0,Starlink2A
61973,S64426,STARLINK-34432,1.23,118.9,1.0,Starlink2A
61974,S64427,STARLINK-34480,1.23,118.9,1.0,Starlink2A
61975,S64428,STARLINK-34495,1.23,118.9,1.0,Starlink2A
61976,S64429,STARLINK-34501,1.23,118.9,1.0,Starlink2A
61977,S64430,STARLINK-34441,1.23,118.9,1.0,Starlink2A
61978,S64431,STARLINK-34524,1.23,118.9,1.0,Starlink2A
61979,S64432,STARLINK-34506,1.23,118.9,1.0,Starlink2A
61980,S64433,STARLINK-34451,1.23,118.9,1.0,Starlink2A
61981,S64434,STARLINK-34472,1.23,118.9,1.0,Starlink2A
61982,S64435,STARLINK-34478,1.23,118.9,1.0,Starlink2A
61983,S64436,STARLINK-34396,1.23,118.9,1.0,Starlink2A
61984,S64437,STARLINK-34507,1.23,118.9,1.0,Starlink2A
61985,S64438,STARLINK-34465,1.23,118.9,1.0,Starlink2A
61986,S64439,STARLINK-34456,1.23,118.9,1.0,Starlink2A
61987,S64440,STARLINK-34410,1.23,118.9,1.0,Starlink2A
61988,S64441,STARLINK-34453,1.23,118.9,1.0,Starlink2A
61989,S64442,STARLINK-34404,1.23,118.9,1.0,Starlink2A
61990,S64443,STARLINK-34403,1.23,118.9,1.0,Starlink2A
61991,S64444,STARLINK-34399,1.23,118.9,1.0,Starlink2A
61992,S64445,STARLINK-34398,1.23,118.9,1.0,Starlink2A
61993,S64446,STARLINK-34402,1.23,118.9,1.0,Starlink2A
61994,S64447,STARLINK-34450,1.23,118.9,1.0,Starlink2A
61995,S64448,STARLINK-34433,1.23,118.9,1.0,Starlink2A
61996,S64449,STARLINK-34459,1.23,118.9,1.0,Starlink2A
61997,S64450,STARLINK-34361,1.23,118.9,1.0,Starlink2A
61998,S64451,STARLINK-34392,1.23,118.9,1.0,Starlink2A
61999,S64452,STARLINK-34367,1.23,118.9,1.0,Starlink2A
62000,S64453,STARLINK-34221,1.23,118.9,1.0,Starlink2A
62001,S64454,STARLINK-34282,1.23,118.9,1.0,Starlink2A
62002,S64455,STARLINK-34295,1.23,118.9,1.0,Starlink2A
62003,S64456,STARLINK-34430,1.23,118.9,1.0,Starlink2A
62004,S64457,STARLINK-34445,1.23,118.9,1.0,Starlink2A
62005,S64458,STARLINK-34439,1.23,118.9,1.0,Starlink2A
62006,S64459,STARLINK-34421,1.23,118.9,1.0,Starlink2A
62007,S64460,STARLINK-34423,1.23,118.9,1.0,Starlink2A
62008,S64461,STARLINK-34418,1.23,118.9,1.0,Starlink2A
62009,S64462,STARLINK-34336,1.23,118.9,1.0,Starlink2A
62010,S64463,STARLINK-34400,1.23,118.9,1.0,Starlink2A
62011,S64464,STARLINK-34429,1.23,118.9,1.0,Starlink2A
62012,S64465,STARLINK-34449,1.23,118.9,1.0,Starlink2A
62013,S64467,COSMOS 2589,8.0,8.0,1.0,Ekspress 14F166A
62014,S64468,BREEZE-M R/B,6.5,6.5,1.0,-
62015,S64469,BREEZE-M DEB (TANK),,,,
62016,S64470,CHINASAT-9C,15.0,50.0,1.0,ZX
62017,S64471,CZ-3B R/B,37.2,37.2,1.0,-
62018,S64472,STARLINK-34493,1.23,118.9,1.0,Starlink2A
62019,S64473,STARLINK-34492,1.23,118.9,1.0,Starlink2A
62020,S64474,STARLINK-34474,1.23,118.9,1.0,Starlink2A
62021,S64475,STARLINK-34523,1.23,118.9,1.0,Starlink2A
62022,S64476,STARLINK-34496,1.23,118.9,1.0,Starlink2A
62023,S64477,STARLINK-34375,1.23,118.9,1.0,Starlink2A
62024,S64478,STARLINK-34490,1.23,118.9,1.0,Starlink2A
62025,S64479,STARLINK-34528,1.23,118.9,1.0,Starlink2A
62026,S64480,STARLINK-34518,1.23,118.9,1.0,Starlink2A
62027,S64481,STARLINK-34526,1.23,118.9,1.0,Starlink2A
62028,S64482,STARLINK-34527,1.23,118.9,1.0,Starlink2A
62029,S64483,STARLINK-34420,1.23,118.9,1.0,Starlink2A
62030,S64484,STARLINK-34509,1.23,118.9,1.0,Starlink2A
62031,S64485,STARLINK-34409,1.23,118.9,1.0,Starlink2A
62032,S64486,STARLINK-34520,1.23,118.9,1.0,Starlink2A
62033,S64487,STARLINK-34477,1.23,118.9,1.0,Starlink2A
62034,S64488,STARLINK-34217,1.23,118.9,1.0,Starlink2A
62035,S64489,STARLINK-34307,1.23,118.9,1.0,Starlink2A
62036,S64490,STARLINK-34505,1.23,118.9,1.0,Starlink2A
62037,S64491,STARLINK-34530,1.23,118.9,1.0,Starlink2A
62038,S64492,STARLINK-34522,1.23,118.9,1.0,Starlink2A
62039,S64493,STARLINK-34462,1.23,118.9,1.0,Starlink2A
62040,S64494,STARLINK-34226,1.23,118.9,1.0,Starlink2A
62041,S64495,STARLINK-34364,1.23,118.9,1.0,Starlink2A
62042,S64496,STARLINK-34268,1.23,118.9,1.0,Starlink2A
62043,S64497,STARLINK-34363,1.23,118.9,1.0,Starlink2A
62044,S64498,STARLINK-34427,1.23,118.9,1.0,Starlink2A
62045,S64500,KUIPER-00039,1.26,3.5,1.0,Kuiper
62046,S64501,KUIPER-00040,1.26,3.5,1.0,Kuiper
62047,S64502,KUIPER-00041,1.26,3.5,1.0,Kuiper
62048,S64503,KUIPER-00042,1.26,3.5,1.0,Kuiper
62049,S64504,KUIPER-00043,1.26,3.5,1.0,Kuiper
62050,S64505,KUIPER-00044,1.26,3.5,1.0,Kuiper
62051,S64506,KUIPER-00046,1.26,3.5,1.0,Kuiper
62052,S64507,KUIPER-00047,1.26,3.5,1.0,Kuiper
62053,S64508,KUIPER-00048,1.26,3.5,1.0,Kuiper
62054,S64509,KUIPER-00049,1.26,3.5,1.0,Kuiper
62055,S64510,KUIPER-00050,1.26,3.5,1.0,Kuiper
62056,S64511,KUIPER-00051,1.26,3.5,1.0,Kuiper
62057,S64512,KUIPER-00052,,,,
62058,S64513,KUIPER-00053,1.26,3.5,1.0,Kuiper
62059,S64514,KUIPER-00054,1.26,3.5,1.0,Kuiper
62060,S64515,KUIPER-00055,1.26,3.5,1.0,Kuiper
62061,S64516,KUIPER-00056,1.26,3.5,1.0,Kuiper
62062,S64517,KUIPER-00057,1.26,3.5,1.0,Kuiper
62063,S64518,KUIPER-00058,1.26,3.5,1.0,Kuiper
62064,S64519,KUIPER-00059,1.26,3.5,1.0,Kuiper
62065,S64520,KUIPER-00060,1.26,3.5,1.0,Kuiper
62066,S64521,KUIPER-00061,1.26,3.5,1.0,Kuiper
62067,S64522,KUIPER-00062,1.26,3.5,1.0,Kuiper
62068,S64523,KUIPER-00063,1.26,3.5,1.0,Kuiper
62069,S64524,KUIPER-00064,1.26,3.5,1.0,Kuiper
62070,S64525,KUIPER-00065,1.26,3.5,1.0,Kuiper
62071,S64526,KUIPER-00066,1.26,3.5,1.0,Kuiper
62072,S64527,COSMOS 2590,0.25,0.25,1.0,14F166A-SS
62073,S64528,GOOD ANCESTOR KILAKILA,0.02,0.02,1.0,GAF
62074,S64529,GHGSAT-C12,0.08,0.08,1.0,GHG
62075,S64530,DUTHSAT-2,0.06,0.06,1.0,DUTH
62076,S64531,OBJECT D,0.01,0.01,1.0,MyRadar
62077,S64532,OBJECT E,0.01,0.01,1.0,RIDU
62078,S64533,TPA-1,0.03,0.3,1.0,APSS
62079,S64534,CONNECTA IOT-9,0.06,0.06,1.0,Plan S
62080,S64535,UND ROADS 1,0.03,0.04,1.0,UND
62081,S64536,FOSSASAT2E21,0.03,0.03,1.0,WiseKey
62082,S64537,OTTER PUP 2,0.36,0.44,1.0,Starfish
62083,S64538,IOD2_STARTICAL,0.08,0.2,1.0,Startical
62084,S64539,ELARA 1,0.25,0.25,1.0,Gilmour EO
62085,S64540,ARCSTONE,0.03,0.13,1.0,LARC Cube
62086,S64541,PULSAR-0,1.44,1.44,1.0,Xona
62087,S64542,USPWSA-DRAGOON,0.25,0.25,1.0,York Bane
62088,S64543,W-SERIES 4,1.4,1.96,1.0,Varda
62089,S64544,SKYBEE-A02,0.08,0.2,1.0,constellr
62090,S64545,ION SCV-020,0.16,0.16,1.0,DORBIT
62091,S64546,FORGESTAR-1,0.1,0.25,1.0,Space Forge
62092,S64547,OBJECT V,0.03,0.03,1.0,Cosmoworks
62093,S64548,GHGSAT-C13,0.08,0.08,1.0,GHG
62094,S64549,UND ROADS 2,0.03,0.04,1.0,UND
62095,S64550,BRO-18,0.08,0.08,1.0,Unseen
62096,S64551,SATMAR,0.06,0.06,1.0,Alen
62097,S64552,HYPERFIELD-1B,0.06,0.08,1.0,Reaktor
62098,S64553,CONNECTA IOT-12,0.06,0.06,1.0,Plan S
62099,S64554,OBJECT AC,0.01,0.01,1.0,MyRadar
62100,S64555,CONNECTA IOT-10,0.06,0.06,1.0,Plan S
62101,S64556,OBJECT AE,0.06,0.06,1.0,Galaxia
62102,S64557,CONNECTA IOT-11,0.06,0.06,1.0,Plan S
62103,S64558,QUICK3,0.03,0.3,1.0,Jena
62104,S64559,PADRE,0.06,0.12,1.0,UCB
62105,S64560,OBJECT AJ,0.06,0.06,1.0,Nara Space
62106,S64561,LEMUR 2 KRISH,0.06,0.06,1.0,Spire
62107,S64562,HUBBLE 6,0.1,0.4,1.0,Hubble Net
62108,S64563,AE3VA,0.06,0.06,1.0,ArkEdge
62109,S64564,TIME FLIES,0.03,0.03,1.0,TrustPoint
62110,S64565,LEMUR 2 HUBBLE-4,0.1,0.4,1.0,Hubble Net
62111,S64566,ARVAKER-3,0.08,0.2,1.0,Space Norway
62112,S64567,ARVAKER-2,0.08,0.2,1.0,Space Norway
62113,S64568,IRIDE-MS2-HEO-3,0.35,1.0,1.0,Argotec
62114,S64569,IRIDE-MS2-HEO-2,0.35,1.0,1.0,Argotec
62115,S64570,ICEYE-X54,0.48,0.9,1.0,ICEYE
62116,S64571,IRIDE-MS2-HEO-5,0.35,1.0,1.0,Argotec
62117,S64572,ICEYE-X52,0.48,0.9,1.0,ICEYE
62118,S64573,MUSAT3,0.96,3.92,1.0,Muon
62119,S64574,ICEYE-X56,0.48,0.9,1.0,ICEYE
62120,S64575,ION SCV-018,0.16,0.16,1.0,DORBIT
62121,S64576,IRIDE-MS2-HEO-6,0.35,1.0,1.0,Argotec
62122,S64577,LYRA-3,0.3,1.0,1.0,Sirion
62123,S64578,ICEYE-X57,0.48,0.9,1.0,ICEYE
62124,S64579,GRUS-3ALPHA,1.04,1.04,1.0,AXEL
62125,S64580,YAM-10,1.3,5.0,1.0,LOFT
62126,S64581,ICEYE-X55,0.48,0.9,1.0,ICEYE
62127,S64582,IRIDE-MS2-HEO-4,0.35,1.0,1.0,Argotec
62128,S64583,CAPELLA-17 (ACADIA),0.15,1.05,1.0,Capella
62129,S64584,ICEYE-X53,0.48,0.9,1.0,ICEYE
62130,S64585,IRIDE-MS2-HEO-9,0.35,1.0,1.0,Argotec
62131,S64586,LEMUR 2 SEJONG-2,0.06,0.2,1.0,Hancom
62132,S64587,IRIDE-MS2-HEO-8,0.35,1.0,1.0,Argotec
62133,S64588,BIFROST-DNK,0.25,0.5,1.0,FMI
62134,S64589,SATORO-T3,0.03,0.03,1.0,Satoro
62135,S64590,OBJECT BQ,0.03,0.03,1.0,TASA Cube
62136,S64591,AE2A,0.06,0.06,1.0,ArkEdge
62137,S64592,HUBBLE 7,0.1,0.4,1.0,Hubble Net
62138,S64593,AXIOM-4,,,,
62139,S64594,STARLINK-34280,1.23,118.9,1.0,Starlink2A
62140,S64595,STARLINK-34517,1.23,118.9,1.0,Starlink2A
62141,S64596,STARLINK-34510,1.23,118.9,1.0,Starlink2A
62142,S64597,STARLINK-34486,1.23,118.9,1.0,Starlink2A
62143,S64598,STARLINK-34463,1.23,118.9,1.0,Starlink2A
62144,S64599,STARLINK-34294,1.23,118.9,1.0,Starlink2A
62145,S64600,STARLINK-34504,1.23,118.9,1.0,Starlink2A
62146,S64601,STARLINK-34508,1.23,118.9,1.0,Starlink2A
62147,S64602,STARLINK-34435,1.23,118.9,1.0,Starlink2A
62148,S64603,STARLINK-34475,1.23,118.9,1.0,Starlink2A
62149,S64604,STARLINK-34488,1.23,118.9,1.0,Starlink2A
62150,S64605,STARLINK-34516,1.23,118.9,1.0,Starlink2A
62151,S64606,STARLINK-34073,1.23,118.9,1.0,Starlink2A
62152,S64607,STARLINK-34532,1.23,118.9,1.0,Starlink2A
62153,S64608,STARLINK-34519,1.23,118.9,1.0,Starlink2A
62154,S64609,STARLINK-34513,1.23,118.9,1.0,Starlink2A
62155,S64610,STARLINK-34569,1.23,118.9,1.0,Starlink2A
62156,S64611,STARLINK-34494,1.23,118.9,1.0,Starlink2A
62157,S64612,STARLINK-34521,1.23,118.9,1.0,Starlink2A
62158,S64613,STARLINK-34500,1.23,118.9,1.0,Starlink2A
62159,S64614,STARLINK-34440,1.23,118.9,1.0,Starlink2A
62160,S64615,STARLINK-34469,1.23,118.9,1.0,Starlink2A
62161,S64616,STARLINK-34413,1.23,118.9,1.0,Starlink2A
62162,S64617,STARLINK-34417,1.23,118.9,1.0,Starlink2A
62163,S64618,STARLINK-34415,1.23,118.9,1.0,Starlink2A
62164,S64619,STARLINK-34416,1.23,118.9,1.0,Starlink2A
62165,S64620,STARLINK-34414,1.23,118.9,1.0,Starlink2A
62166,S64621,HAWK-12C,0.135,0.3,1.0,H360
62167,S64622,HAWK-12B,0.135,0.3,1.0,H360
62168,S64623,HAWK-12A,0.135,0.3,1.0,H360
62169,S64624,KESTREL-0A,0.08,0.12,1.0,H360
62170,S64625,ELECTRON KICK STAGE R/B,,,,
62171,S64626,ELECTRON R/B,,,,
62172,S64627,OBJECT C,0.4,0.4,1.0,Nivelir
62173,S64628,CZ-6A DEB,,,,
62174,S64629,CZ-6A DEB,,,,
62175,S64630,CZ-6A DEB,,,,
62176,S64631,CZ-6A DEB,,,,
62177,S64632,CZ-6A DEB,,,,
62178,S64633,CZ-6A DEB,,,,
62179,S64634,CZ-6A DEB,,,,
62180,S64635,CZ-6A DEB,,,,
62181,S64636,CZ-6A DEB,,,,
62182,S64637,CZ-6A DEB,,,,
62183,S64638,CZ-6A DEB,,,,
62184,S64639,CZ-6A DEB,,,,
62185,S64640,CZ-6A DEB,,,,
62186,S64641,CZ-6A DEB,,,,
62187,S64642,CZ-6A DEB,,,,
62188,S64643,CZ-6A DEB,,,,
62189,S64644,CZ-6A DEB,,,,
62190,S64645,CZ-6A DEB,,,,
62191,S64646,CZ-6A DEB,,,,
62192,S64647,CZ-6A DEB,,,,
62193,S64648,CZ-6A DEB,,,,
62194,S64649,CZ-6A DEB,,,,
62195,S64650,CZ-6A DEB,,,,
62196,S64651,CZ-6A DEB,,,,
62197,S64652,CZ-6A DEB,,,,
62198,S64653,CZ-6A DEB,,,,
62199,S64654,CZ-6A DEB,,,,
62200,S64655,CZ-6A DEB,,,,
62201,S64656,CZ-6A DEB,,,,
62202,S64657,CZ-6A DEB,,,,
62203,S64658,CZ-6A DEB,,,,
62204,S64659,CZ-6A DEB,,,,
62205,S64660,CZ-6A DEB,,,,
62206,S64661,CZ-6A DEB,,,,
62207,S64662,CZ-6A DEB,,,,
62208,S64663,CZ-6A DEB,,,,
62209,S64664,STARLINK-34464,1.23,118.9,1.0,Starlink2A
62210,S64665,STARLINK-34555,1.23,118.9,1.0,Starlink2A
62211,S64666,STARLINK-34390,1.23,118.9,1.0,Starlink2A
62212,S64667,STARLINK-34382,1.23,118.9,1.0,Starlink2A
62213,S64668,STARLINK-34395,1.23,118.9,1.0,Starlink2A
62214,S64669,STARLINK-34394,1.23,118.9,1.0,Starlink2A
62215,S64670,STARLINK-34287,1.23,118.9,1.0,Starlink2A
62216,S64671,STARLINK-34365,1.23,118.9,1.0,Starlink2A
62217,S64672,STARLINK-34442,1.23,118.9,1.0,Starlink2A
62218,S64673,STARLINK-34288,1.23,118.9,1.0,Starlink2A
62219,S64674,STARLINK-34539,1.23,118.9,1.0,Starlink2A
62220,S64675,STARLINK-34590,1.23,118.9,1.0,Starlink2A
62221,S64676,STARLINK-34573,1.23,118.9,1.0,Starlink2A
62222,S64677,STARLINK-34605,1.23,118.9,1.0,Starlink2A
62223,S64678,STARLINK-34525,1.23,118.9,1.0,Starlink2A
62224,S64679,STARLINK-34489,1.23,118.9,1.0,Starlink2A
62225,S64680,STARLINK-34502,1.23,118.9,1.0,Starlink2A
62226,S64681,STARLINK-34553,1.23,118.9,1.0,Starlink2A
62227,S64682,STARLINK-34551,1.23,118.9,1.0,Starlink2A
62228,S64683,STARLINK-34550,1.23,118.9,1.0,Starlink2A
62229,S64684,STARLINK-34485,1.23,118.9,1.0,Starlink2A
62230,S64685,STARLINK-34253,1.23,118.9,1.0,Starlink2A
62231,S64686,STARLINK-34565,1.23,118.9,1.0,Starlink2A
62232,S64687,STARLINK-34554,1.23,118.9,1.0,Starlink2A
62233,S64688,STARLINK-34262,1.23,118.9,1.0,Starlink2A
62234,S64689,STARLINK-34538,1.23,118.9,1.0,Starlink2A
62235,S64690,STARLINK-34250,1.23,118.9,1.0,Starlink2A
62236,S64691,LYRA-4,0.3,1.0,1.0,Sirion
62237,S64692,ELECTRON KICK STAGE R/B,0.48,1.44,1.0,-
62238,S64693,ELECTRON R/B,,,,
62239,S64694,GOSAT-GW,12.0,33.0,1.0,NASDA RS
62240,S64695,H-2A R/B,36.8,36.8,1.0,-
62241,S64696,STARLINK-34497,1.23,118.9,1.0,Starlink2A
62242,S64697,STARLINK-34584,1.23,118.9,1.0,Starlink2A
62243,S64698,STARLINK-34535,1.23,118.9,1.0,Starlink2A
62244,S64699,STARLINK-34600,1.23,118.9,1.0,Starlink2A
62245,S64700,STARLINK-34560,1.23,118.9,1.0,Starlink2A
62246,S64701,STARLINK-34576,1.23,118.9,1.0,Starlink2A
62247,S64702,STARLINK-34322,1.23,118.9,1.0,Starlink2A
62248,S64703,STARLINK-34470,1.23,118.9,1.0,Starlink2A
62249,S64704,STARLINK-34405,1.23,118.9,1.0,Starlink2A
62250,S64705,STARLINK-34406,1.23,118.9,1.0,Starlink2A
62251,S64706,STARLINK-34559,1.23,118.9,1.0,Starlink2A
62252,S64707,STARLINK-34316,1.23,118.9,1.0,Starlink2A
62253,S64708,STARLINK-34563,1.23,118.9,1.0,Starlink2A
62254,S64709,STARLINK-34499,1.23,118.9,1.0,Starlink2A
62255,S64710,STARLINK-34447,1.23,118.9,1.0,Starlink2A
62256,S64711,STARLINK-34312,1.23,118.9,1.0,Starlink2A
62257,S64712,STARLINK-34515,1.23,118.9,1.0,Starlink2A
62258,S64713,STARLINK-34583,1.23,118.9,1.0,Starlink2A
62259,S64714,STARLINK-34574,1.23,118.9,1.0,Starlink2A
62260,S64715,STARLINK-34533,1.23,118.9,1.0,Starlink2A
62261,S64716,STARLINK-34548,1.23,118.9,1.0,Starlink2A
62262,S64717,STARLINK-34568,1.23,118.9,1.0,Starlink2A
62263,S64718,STARLINK-34546,1.23,118.9,1.0,Starlink2A
62264,S64719,STARLINK-34577,1.23,118.9,1.0,Starlink2A
62265,S64720,STARLINK-34572,1.23,118.9,1.0,Starlink2A
62266,S64721,STARLINK-34558,1.23,118.9,1.0,Starlink2A
62267,S64723,MTG-S1,11.96,23.0,1.0,Meteosat
62268,S64724,STARLINK-34393,1.23,118.9,1.0,Starlink2A
62269,S64725,STARLINK-34562,1.23,118.9,1.0,Starlink2A
62270,S64726,STARLINK-34557,1.23,118.9,1.0,Starlink2A
62271,S64727,STARLINK-34242,1.23,118.9,1.0,Starlink2A
62272,S64728,STARLINK-34239,1.23,118.9,1.0,Starlink2A
62273,S64729,STARLINK-34588,1.23,118.9,1.0,Starlink2A
62274,S64730,STARLINK-34606,1.23,118.9,1.0,Starlink2A
62275,S64731,STARLINK-34552,1.23,118.9,1.0,Starlink2A
62276,S64732,STARLINK-34596,1.23,118.9,1.0,Starlink2A
62277,S64733,STARLINK-34556,1.23,118.9,1.0,Starlink2A
62278,S64734,STARLINK-34591,1.23,118.9,1.0,Starlink2A
62279,S64735,STARLINK-34587,1.23,118.9,1.0,Starlink2A
62280,S64736,STARLINK-34130,1.23,118.9,1.0,Starlink2A
62281,S64737,STARLINK-34619,1.23,118.9,1.0,Starlink2A
62282,S64738,STARLINK-34597,1.23,118.9,1.0,Starlink2A
62283,S64739,STARLINK-34471,1.23,118.9,1.0,Starlink2A
62284,S64740,STARLINK-34208,1.23,118.9,1.0,Starlink2A
62285,S64741,STARLINK-34205,1.23,118.9,1.0,Starlink2A
62286,S64742,STARLINK-34607,1.23,118.9,1.0,Starlink2A
62287,S64743,STARLINK-34236,1.23,118.9,1.0,Starlink2A
62288,S64744,STARLINK-34185,1.23,118.9,1.0,Starlink2A
62289,S64745,STARLINK-34581,1.23,118.9,1.0,Starlink2A
62290,S64746,STARLINK-34592,1.23,118.9,1.0,Starlink2A
62291,S64747,STARLINK-34589,1.23,118.9,1.0,Starlink2A
62292,S64748,STARLINK-34536,1.23,118.9,1.0,Starlink2A
62293,S64749,STARLINK-34595,1.23,118.9,1.0,Starlink2A
62294,S64750,STARLINK-34531,1.23,118.9,1.0,Starlink2A
62295,S64751,PROGRESS MS-31,21.33,21.33,1.0,Progress MS
62296,S64752,SL-4 R/B,,,,
62297,S64753,SHIYAN 28B-01 (SY-28B 01,6.25,12.5,1.0,SW28
62298,S64754,CZ-4C R/B,20.01,20.01,1.0,-
62299,S64755,STARLINK-33965,1.23,118.9,1.0,Starlink2A
62300,S64756,STARLINK-34371,1.23,118.9,1.0,Starlink2A
62301,S64757,STARLINK-34401,1.23,118.9,1.0,Starlink2A
62302,S64758,STARLINK-34593,1.23,118.9,1.0,Starlink2A
62303,S64759,STARLINK-34598,1.23,118.9,1.0,Starlink2A
62304,S64760,STARLINK-34235,1.23,118.9,1.0,Starlink2A
62305,S64761,STARLINK-34635,1.23,118.9,1.0,Starlink2A
62306,S64762,STARLINK-34638,1.23,118.9,1.0,Starlink2A
62307,S64763,STARLINK-34534,1.23,118.9,1.0,Starlink2A
62308,S64764,STARLINK-34261,1.23,118.9,1.0,Starlink2A
62309,S64765,STARLINK-34566,1.23,118.9,1.0,Starlink2A
62310,S64766,STARLINK-34645,1.23,118.9,1.0,Starlink2A
62311,S64767,STARLINK-34639,1.23,118.9,1.0,Starlink2A
62312,S64768,STARLINK-34609,1.23,118.9,1.0,Starlink2A
62313,S64769,STARLINK-34246,1.23,118.9,1.0,Starlink2A
62314,S64770,STARLINK-34618,1.23,118.9,1.0,Starlink2A
62315,S64771,STARLINK-34541,1.23,118.9,1.0,Starlink2A
62316,S64772,STARLINK-34652,1.23,118.9,1.0,Starlink2A
62317,S64773,STARLINK-34612,1.23,118.9,1.0,Starlink2A
62318,S64774,STARLINK-34621,1.23,118.9,1.0,Starlink2A
62319,S64775,STARLINK-34657,1.23,118.9,1.0,Starlink2A
62320,S64776,STARLINK-34637,1.23,118.9,1.0,Starlink2A
62321,S64777,STARLINK-34547,1.23,118.9,1.0,Starlink2A
62322,S64778,STARLINK-34537,1.23,118.9,1.0,Starlink2A
62323,S64779,STARLINK-34585,1.23,118.9,1.0,Starlink2A
62324,S64780,STARLINK-34491,1.23,118.9,1.0,Starlink2A
62325,S64781,STARLINK-34582,1.23,118.9,1.0,Starlink2A
62326,S64782,STARLINK-34482,1.23,118.9,1.0,Starlink2A
62327,S64783,CZ-4C DEB,,,,
62328,S64784,DROR-1,19.04,49.84,1.0,Amos
62329,S64785,FALCON 9 R/B,,,,
62330,S64786,TIANZHOU-9,30.15,30.15,1.0,Tianzhou
62331,S64787,CZ-7 R/B,,,,
62332,S64788,CZ-7 DEB,,,,
62333,S64789,CZ-7 DEB,,,,
62334,S64790,STARLINK-34629,1.23,118.9,1.0,Starlink2A
62335,S64791,STARLINK-34697,1.23,118.9,1.0,Starlink2A
62336,S64792,STARLINK-34632,1.23,118.9,1.0,Starlink2A
62337,S64793,STARLINK-34693,1.23,118.9,1.0,Starlink2A
62338,S64794,STARLINK-34666,1.23,118.9,1.0,Starlink2A
62339,S64795,STARLINK-34567,1.23,118.9,1.0,Starlink2A
62340,S64796,STARLINK-34646,1.23,118.9,1.0,Starlink2A
62341,S64797,STARLINK-34641,1.23,118.9,1.0,Starlink2A
62342,S64798,STARLINK-34649,1.23,118.9,1.0,Starlink2A
62343,S64799,STARLINK-34662,1.23,118.9,1.0,Starlink2A
62344,S64800,STARLINK-34660,1.23,118.9,1.0,Starlink2A
62345,S64801,STARLINK-34604,1.23,118.9,1.0,Starlink2A
62346,S64802,STARLINK-34658,1.23,118.9,1.0,Starlink2A
62347,S64803,STARLINK-34620,1.23,118.9,1.0,Starlink2A
62348,S64804,STARLINK-34633,1.23,118.9,1.0,Starlink2A
62349,S64805,STARLINK-34624,1.23,118.9,1.0,Starlink2A
62350,S64806,STARLINK-34664,1.23,118.9,1.0,Starlink2A
62351,S64807,STARLINK-34663,1.23,118.9,1.0,Starlink2A
62352,S64808,STARLINK-34696,1.23,118.9,1.0,Starlink2A
62353,S64809,STARLINK-34675,1.23,118.9,1.0,Starlink2A
62354,S64810,STARLINK-34608,1.23,118.9,1.0,Starlink2A
62355,S64811,STARLINK-34669,1.23,118.9,1.0,Starlink2A
62356,S64812,STARLINK-34644,1.23,118.9,1.0,Starlink2A
62357,S64813,STARLINK-34685,1.23,118.9,1.0,Starlink2A
62358,S64814,STARLINK-34668,1.23,118.9,1.0,Starlink2A
62359,S64815,STARLINK-34667,1.23,118.9,1.0,Starlink2A
62360,S64816,KUIPER-00069,1.26,3.5,1.0,Kuiper
62361,S64817,KUIPER-00070,1.26,3.5,1.0,Kuiper
62362,S64818,KUIPER-00071,1.26,3.5,1.0,Kuiper
62363,S64819,KUIPER-00072,1.26,3.5,1.0,Kuiper
62364,S64820,KUIPER-00073,1.26,3.5,1.0,Kuiper
62365,S64821,KUIPER-00074,,,,
62366,S64822,KUIPER-00075,1.26,3.5,1.0,Kuiper
62367,S64823,KUIPER-00076,1.26,3.5,1.0,Kuiper
62368,S64824,KUIPER-00077,1.26,3.5,1.0,Kuiper
62369,S64825,KUIPER-00078,1.26,3.5,1.0,Kuiper
62370,S64826,KUIPER-00079,1.26,3.5,1.0,Kuiper
62371,S64827,KUIPER-00080,1.26,3.5,1.0,Kuiper
62372,S64828,KUIPER-00082,1.26,3.5,1.0,Kuiper
62373,S64829,KUIPER-00083,1.26,3.5,1.0,Kuiper
62374,S64830,KUIPER-00084,1.26,3.5,1.0,Kuiper
62375,S64831,KUIPER-00085,1.26,3.5,1.0,Kuiper
